,arc,naa,nbv,nlth,nvi
955,"Por isso, os filhos de Israel não comem o nervo encolhido, que está sobre a juntura da coxa, até o dia de hoje, porquanto ele tocara a juntura da coxa de Jacó no nervo encolhido.","Por isso, os filhos de Israel não comem, até hoje, o nervo do quadril, na articulação da coxa, porque o homem tocou a articulação da coxa de Jacó no nervo do quadril.","Por isso até hoje os israelitas não comem o músculo ligado à articulação da coxa, porque foi ali que o homem feriu a Jacó.","Até hoje os descendentes de Israel não comem o músculo que fica na junta da coxa, pois foi nessa parte do corpo que ele recebeu o golpe.","Por isso, até o dia de hoje, os israelitas não comem o músculo ligado à articulação do quadril, porque nesse músculo Jacó foi ferido."
28153,Porque penso que em nada fui inferior aos mais excelentes apóstolos.,Porque suponho em nada ter sido inferior a esses “superapóstolos”.,"Entretanto, eu não creio que esses sublimes “apóstolos de Deus”, como eles se chamam a si mesmos, sejam em nada superiores a mim.",Eu não acho que tenho menos valor do que esses tais “superapóstolos”!,"Todavia, não me julgo nem um pouco inferior a esses “superapóstolos”."
19489,"Assim diz o SENHOR dos Exércitos: Os largos muros de Babilônia totalmente serão derribados, e as suas portas excelsas serão abrasadas pelo fogo; e trabalharão os povos em vão, e as nações serão para o fogo e cansar-se-ão.","Assim diz o SENHOR dos Exércitos: “A grossa muralha da Babilônia será totalmente derrubada, e os seus altos portões serão incendiados. Assim, os povos trabalharam em vão, e o esforço das nações acabou sendo consumido pelo fogo.”","Assim diz o SENHOR: “Os largos muros que cercam a Babilônia serão derrubados até chegarem ao nível do chão; os grandes portões serão completamente queimados. Os trabalhadores escravos, vindos de muitas nações, trabalharam em vão! O resultado de seu esforço será destruído pelo fogo!”","As grossas muralhas de Babilônia serão completamente arrasadas, e os seus altos portões serão destruídos pelo fogo. Todo o trabalho dos povos não vale nada; os esforços das nações se acabam nas chamas.” O SENHOR Todo-Poderoso falou.","Assim diz o SENHOR dos Exércitos: “A larga muralha da Babilônia será desmantelada e suas altas portas serão incendiadas. Os povos se exaurem por nada, o trabalho das nações não passa de combustível para as chamas”."
8609,"como também as taças; e os apagadores; e as bacias; e os perfumadores e os braseiros, de ouro finíssimo; e as coiceiras para as portas da casa interior para o lugar santíssimo; e as das portas da casa do templo, também de ouro.","também as taças, os apagadores, as bacias, os recipientes para incenso e os braseiros, de ouro finíssimo; as dobradiças para as portas da casa interior, que é o Santo dos Santos, e as das portas do Santo Lugar do templo, também de ouro.","as taças, as tesouras para cortar pavios, as bacias para aspersão, as colheres, os braseiros e as dobradiças de ouro para as portas do Lugar Santíssimo, e as portas da entrada central do templo. Cada um desses objetos era feito de ouro.","as taças, as tesouras de cortar pavios de lamparinas, as bacias, os pratos para o incenso e os braseiros; as dobradiças para as portas do Lugar Santíssimo e para as portas do Templo que davam para fora. Todos esses objetos foram feitos de ouro.","as bacias, os cortadores de pavio, as bacias para aspersão, as tigelas e os incensários; e as dobradiças de ouro para as portas da sala interna, isto é, o Lugar Santíssimo, e também para as portas do átrio principal."
6183,"Eu, porém, tomei a Abraão, vosso pai, dalém do rio e o fiz andar por toda a terra de Canaã; também multipliquei a sua semente e dei-lhe Isaque.","Eu, porém, trouxe Abraão, o pai de vocês, do outro lado do rio e o fiz percorrer toda a terra de Canaã. Também multipliquei a descendência dele e lhe dei Isaque.","Mas eu tirei o seu pai Abraão daquela terra além do Eufrates e o conduzi à terra de Canaã, a qual ele percorreu. Também dei a ele muitos descendentes. Dei-lhe Isaque,",Porém eu tirei Abraão da terra que está do outro lado do Eufrates e fiz com que ele andasse por toda a terra de Canaã. Eu lhe dei muitos descendentes: a Abraão eu dei Isaque,"Mas eu tirei seu pai Abraão da terra que fica além do Eufrates e o conduzi por toda a Canaã e lhe dei muitos descendentes. Dei-lhe Isaque,"
7109,"E, descendo eles para a extremidade da cidade, Samuel disse a Saul: Dize ao moço que passe adiante de nós (e passou); porém, tu, espera agora, e te farei ouvir a palavra de Deus.","Quando estavam chegando à extremidade da cidade, Samuel disse a Saul: — Diga ao servo que passe à frente de nós. E você, quando ele tiver ido embora, espere um pouco, para que eu possa transmitir a você a palavra de Deus.","Ao chegarem até a saída da cidade, Samuel disse a Saul que mandasse o seu empregado prosseguir, e então disse a Saul: “Espere mais um instante, para que eu transmita uma mensagem especial da parte de Deus”.","Quando chegaram à saída da cidade, Samuel disse a Saul: — Diga ao seu empregado que vá na frente e você espere aqui um instante. O empregado foi, e Samuel disse a Saul: — Eu tenho um recado de Deus para você.","Enquanto desciam para a saída da cidade, Samuel disse a Saul: “Diga ao servo que vá na frente”. O servo foi e Samuel prosseguiu: “Fique você aqui um instante, para que eu dê a você uma mensagem da parte de Deus”."
21929,"E farias os homens como os peixes do mar, como os répteis, que não têm quem os governe?","Por que tratas as pessoas como se fossem peixes do mar, como se fossem animais que rastejam, que não têm quem os governe?",O Senhor tornou os homens como peixes do mar ou como um enxame de insetos que não têm um líder para liderá-los?,"Por que tratas os seres humanos como se fossem peixes, como se fossem animais que não têm chefe?","Tornaste os homens como peixes do mar, como animais , que não são governados por ninguém."
20832,"E, depois da sua purificação, lhe contarão sete dias.","Depois que ele se purificar de novo, deverá esperar sete dias.","Mesmo assim, terá de passar por um período de purificação de sete dias.","Depois que ele se purificar de novo, deverá esperar sete dias;","Depois de se purificar, esperará sete dias."
2792,"ou quando alguma pessoa jurar, pronunciando temerariamente com os seus lábios, para fazer mal ou para fazer bem, em tudo o que o homem pronuncia temerariamente com juramento, e lhe for oculto, e o souber depois, culpado será numa destas coisas.","Se alguém jurar de forma precipitada, dizendo que vai fazer alguma coisa má ou boa, seja o que for que alguém pronuncie de forma precipitada com juramento, e ele não se der conta disso, mas ficar sabendo depois, culpado será numa destas coisas.","“Se alguém, sem pensar, jurar fazer uma coisa boa ou má, sem perceber que a promessa foi feita precipitadamente e de modo imprudente, quando o perceber, será culpado.","Se alguém, sem pensar no que está dizendo, jurar que vai fazer alguma coisa, seja boa ou má — um desses juramentos que a gente faz sem pensar — então será culpado logo que compreender o que fez.","“Se alguém impensadamente jurar fazer algo bom ou mau em qualquer assunto que possa jurar descuidadamente ainda que não tenha consciência disso, será culpado quando o souber."
22313,"E todas as nações vos chamarão bem-aventurados; porque vós sereis uma terra deleitosa, diz o SENHOR dos Exércitos.","Todas as nações dirão que vocês são felizes, porque vocês serão uma terra de delícias, diz o SENHOR dos Exércitos.",“Todas as nações dirão que vocês são abençoados porque a sua terra vibrará de alegria. Estas são as promessas do SENHOR dos Exércitos”.,"Todos os povos dirão que vocês são felizes, pois vocês vivem numa terra boa e rica. Eu, o SENHOR Todo-Poderoso, estou falando.","“Então todas as nações os chamarão felizes, porque a terra de vocês será maravilhosa”, diz o SENHOR dos Exércitos."
2459,E ninguém suba contigo e também ninguém apareça em todo o monte; nem ovelhas nem bois se apascentem defronte do monte.,"Ninguém deverá subir com você, ninguém deverá aparecer em todo o monte; nem ainda ovelhas nem gado devem ser apascentados diante dele.",Que ninguém vá com você e que ninguém pise em algum lugar no monte; nem mesmo as ovelhas e os bois devem pastar perto do monte”.,"Ninguém deverá subir com você; ninguém deverá estar em qualquer parte do monte. As ovelhas, as cabras e o gado não deverão ficar pastando perto do monte.",Ninguém poderá ir com você nem ficar em lugar algum do monte; nem mesmo ovelhas e bois deverão pastar diante do monte”.
24710,"E não convinha soltar desta prisão, no dia de sábado, esta filha de Abraão, a qual há dezoito anos Satanás mantinha presa?","Por que motivo não se devia livrar deste cativeiro, em dia de sábado, esta filha de Abraão, a quem Satanás trazia presa há dezoito anos?","E está errado que eu liberte esta mulher judia de 18 anos que ficou presa por Satanás, só porque hoje é sábado?”",E agora está aqui uma descendente de Abraão que Satanás prendeu durante dezoito anos. Por que é que no sábado ela não devia ficar livre dessa doença?,"Então, esta mulher, uma filha de Abraão a quem Satanás mantinha presa por dezoito longos anos, não deveria no dia de sábado ser libertada daquilo que a prendia?”"
21645,"Porque eis que o SENHOR manda, e será ferida a casa grande de quebraduras, e a casa pequena, de fendas.","Pois eis que o SENHOR ordena, e será destroçada a casa grande, e a pequena será feita em pedaços.","Porque o SENHOR ordenou isto: As casas, grandes e pequenas, serão despedaçadas.","Pois o SENHOR vai dar uma ordem, e todas as casas, as grandes e as pequenas, serão destruídas.","Pois o SENHOR deu a ordem, e ele despedaçará a casa grande e fará em pedacinhos a casa pequena."
20427,E serão assolados no meio das terras assoladas; e as suas cidades estarão no meio das cidades desertas.,"“Serão desolados no meio de terras desertas, e as suas cidades estarão no meio das cidades devastadas.","O Egito se transformará num país deserto entre outros países igualmente desertos. As suas cidades ficarão em ruínas, cercadas de outras cidades destruídas.","O país será o mais deserto do mundo, e as suas cidades serão completamente arrasadas.","Serão arrasados no meio de terras devastadas, e as suas cidades jazerão no meio de cidades em ruínas."
14179,Deus tenha misericórdia de nós e nos abençoe; e faça resplandecer o seu rosto sobre nós. (Selá),"Seja Deus gracioso para conosco, e nos abençoe, e faça resplandecer sobre nós o seu rosto;",Que Deus nos salve com a sua graça e nos abençoe! Que a luz do seu rosto brilhe sobre nós.,"Ó Deus, tem misericórdia de nós e abençoa-nos! Trata-nos com bondade.","Que Deus tenha misericórdia de nós e nos abençoe, e faça resplandecer o seu rosto sobre nós , [Pausa]"
20690,"E levarão sobre si a sua vergonha e toda a sua rebeldia com que se rebelaram contra mim, quando eles habitarem seguros na sua terra, sem haver quem os espante;","Quando eles habitarem seguros na sua terra, sem haver quem os atemorize, esquecerão a sua vergonha e toda a infidelidade com que se rebelaram contra mim.","Eles se esquecerão de seu tempo de traição e da vergonha que sua infidelidade trouxe à nação. Voltarão para sua própria terra, vivendo em paz e segurança, sem que ninguém lhes cause medo.","Quando estiverem outra vez vivendo em segurança na sua própria terra, sem ninguém para ameaçá-los, aí serão capazes de esquecer a desgraça em que caíram por terem me traído.","Eles se esquecerão da vergonha por que passaram e de toda a infidelidade que mostraram para comigo enquanto viviam em segurança em sua terra, sem que ninguém lhes causasse medo."
15504,Feliz aquele que pegar em teus filhos e der com eles nas pedras!,Feliz aquele que pegar os seus filhos e esmagá-los contra a pedra.,Bendito seja aquele que atacar as pequenas cidades em volta da Babilônia e destruir todas elas!,aquele que pegar as suas crianças e esmagá-las contra as pedras!,Feliz aquele que pegar os seus filhos e os despedaçar contra a rocha!
13262,"Pela manhã, ouvirás a minha voz, ó SENHOR; pela manhã, me apresentarei a ti, e vigiarei.","De manhã, SENHOR, ouves a minha voz; de manhã te apresento a minha oração e fico esperando.","Bem cedinho, clamo ao SENHOR. De manhã faço a minha oração e fico esperando a sua resposta.","De manhã ouves a minha voz; quando o sol nasce, eu faço a minha oração e espero a tua resposta.","De manhã ouves, SENHOR, o meu clamor; de manhã te apresento a minha oração e aguardo com esperança."
7,E chamou Deus à expansão Céus; e foi a tarde e a manhã: o dia segundo.,"E Deus chamou ao firmamento “céus”. Houve tarde e manhã, o segundo dia.",Deus chamou o firmamento de céu. E houve tarde e manhã. Tudo isso aconteceu no segundo dia.,"Nessa divisão Deus pôs o nome de “céu”. A noite passou, e veio a manhã. Esse foi o segundo dia.","Ao firmamento, Deus chamou céu. Passaram-se a tarde e a manhã; esse foi o segundo dia."
7957,"Aconteceu, pois, que, tendo Joabe observado bem a cidade, pôs a Urias no lugar onde sabia que havia homens valentes.","Tendo sitiado a cidade, Joabe pôs Urias no lugar onde sabia que estavam homens valentes.","Então Joabe, ao cercar a cidade, enviou Urias para uma posição bem perto da cidade cercada, onde ele teria de enfrentar os inimigos mais fortes.","Por isso, enquanto estava cercando a cidade, Joabe mandou Urias para um lugar onde sabia que o inimigo estava mais forte.","Como Joabe tinha cercado a cidade, colocou Urias no lugar onde sabia que os inimigos eram mais fortes."
16788,"Pela manhã, semeia a tua semente e, à tarde, não retires a tua mão, porque tu não sabes qual prosperará; se esta, se aquela ou se ambas igualmente serão boas.","Semeie a sua semente de manhã e à tarde não fique de braços cruzados, porque você não sabe qual irá prosperar: se esta, se aquela ou se ambas serão igualmente boas.","Não pare nunca de plantar suas sementes porque você não sabe qual delas vai crescer, se esta ou aquela, ou se ambas vão crescer.","Semeie de manhã e também de tarde porque você não sabe se todas as sementes crescerão bem, nem se uma crescerá melhor do que a outra.","Plante de manhã a sua semente, e mesmo ao entardecer não deixe as suas mãos ficarem à toa, pois você não sabe o que acontecerá, se esta ou aquela produzirá, ou se as duas serão igualmente boas."
6652,"Porém Sansão deitou-se até à meia-noite, e à meia-noite se levantou, e travou das portas da entrada da cidade com ambas as umbreiras, e juntamente com a tranca as tomou, pondo-as sobre os ombros; e levou-as para cima, até ao cume do monte que está defronte de Hebrom.","Porém Sansão ficou deitado somente até a meia-noite. Então se levantou, pegou ambas as folhas do portão da cidade e as arrancou juntamente com os seus batentes e a tranca. Pôs tudo sobre os ombros e levou ao alto do monte que está em frente de Hebrom.","Sansão ficou deitado só até a meia-noite. Então, saiu da casa e arrancou as portas da cidade junto com os batentes e a tranca. Colocou tudo nos ombros e levou para o alto do monte que fica de frente para Hebrom!","Mas Sansão ficou deitado somente até a meia-noite. Depois se levantou e arrancou o portão da cidade, com os batentes e as trancas. Pôs tudo nos ombros e carregou para o alto do monte que está em frente da cidade de Hebrom.","Sansão, porém, ficou deitado só até a meia-noite. Levantou-se, agarrou firme a porta da cidade, com os dois batentes, e os arrancou, com tranca e tudo. Pôs tudo nos ombros e o levou ao topo da colina que fica defronte de Hebrom."
17509,"Ai dos que descem ao Egito a buscar socorro e se estribam em cavalos! Têm confiança em carros, porque são muitos, e nos cavaleiros, porque são poderosíssimos; e não atentam para o Santo de Israel e não buscam ao SENHOR.","Ai dos que descem ao Egito em busca de socorro e se estribam em cavalos! Eles confiam em carros de guerra, porque são muitos, e em cavaleiros, porque são fortes, mas não olham para o Santo de Israel, nem buscam o SENHOR.","Ai dos que correm ao Egito, pedindo socorro, que contam com cavalos! Ai de quem confia no grande número de carros de guerra e nos fortes cavaleiros egípcios, em vez de olhar para o Santo de Israel e pedir ao SENHOR a sua ajuda!","Ai dos que vão para o Egito procurando ajuda! Eles confiam num povo que tem muitos cavalos e carros de guerra, num país que tem cavaleiros valentes, mas não confiam no Santo Deus de Israel, não pedem ajuda ao SENHOR.","Ai dos que descem ao Egito em busca de ajuda, que contam com cavalos. Eles confiam na multidão dos seus carros e na grande força dos seus cavaleiros, mas não olham para o Santo de Israel, nem buscam a ajuda que vem do SENHOR!"
8724,"Assim o rei Salomão excedeu a todos os reis da terra, tanto em riquezas como em sabedoria.","Assim, o rei Salomão excedeu a todos os reis do mundo, tanto em riqueza como em sabedoria.",O rei Salomão era o mais rico e o mais sábio de todos os reis da terra.,"O rei Salomão era mais rico e mais sábio do que qualquer outro rei,",O rei Salomão era o mais rico e o mais sábio de todos os reis da terra.
7561,"Então, os jovens de Davi se tornaram para o seu caminho, e voltaram, e vieram, e lhe anunciaram tudo, conforme todas estas palavras.","Então os rapazes de Davi se puseram a caminho e voltaram. Ao chegarem, disseram a Davi tudo o que Nabal havia falado.","Então os mensageiros de Davi voltaram, e contaram a ele o que Nabal tinha dito.",Os homens de Davi voltaram e contaram o que Nabal tinha dito.,"Então, os mensageiros de Davi voltaram e lhe relataram cada uma dessas palavras."
24279,"E, ao pôr do sol, todos os que tinham enfermos de várias doenças lhos traziam; e, impondo as mãos sobre cada um deles, os curava.","Ao pôr do sol, todos os que tinham enfermos, com diferentes tipos de doença, os trouxeram a Jesus. E ele os curava, impondo as mãos sobre cada um deles.","Quando o sol se pôs naquela tarde, trouxeram a Jesus todos os que apresentavam algum tipo de doença; e ele os curou impondo as mãos sobre cada um deles!","Depois de anoitecer , todos os que tinham amigos enfermos, com várias doenças, os levaram a Jesus. Ele pôs as suas mãos sobre cada um deles e os curou.","Ao pôr do sol, o povo trouxe a Jesus todos os que tinham vários tipos de doenças; e ele os curou, impondo as mãos sobre cada um deles."
443,"descerei agora e verei se, com efeito, têm praticado segundo este clamor que é vindo até mim; e, se não, sabê-lo-ei.","Descerei e verei se, de fato, o que têm praticado corresponde a esse clamor que veio até mim. E, se este não for o caso, eu ficarei sabendo.",que descerei até lá para ver se as acusações são de fato verdadeiras ou não”.,Preciso descer até lá para ver se as acusações que tenho ouvido são verdadeiras ou não.,"que descerei para ver se o que eles têm feito corresponde ao que tenho ouvido. Se não, eu saberei”."
5821,"Depois, Josué, e todo o Israel com ele, subiu de Eglom a Hebrom, e pelejaram contra ela;","Depois, Josué, e todo o Israel com ele, foi de Eglom a Hebrom. E guerrearam contra ela,","A seguir,  e todo o Israel foram de Eglom para Hebrom e a atacaram.",Aí  e o seu exército subiram de Eglom até a cidade de Hebrom. Atacaram,"Então Josué, e todo o Israel com ele, foi de Eglom para Hebrom e a atacou."
2884,"e pôs a mitra sobre a sua cabeça e na mitra, diante do seu rosto, pôs a lâmina de ouro, a coroa da santidade, como o SENHOR ordenara a Moisés.","e lhe pôs a mitra na cabeça e, na mitra, na sua parte dianteira, pôs a lâmina de ouro, a coroa sagrada, como o SENHOR havia ordenado a Moisés.","colocou o turbante na cabeça de Arão e, na parte de frente do turbante, prendeu uma placa de ouro, ou seja, a coroa sagrada, conforme o SENHOR tinha ordenado a Moisés.",Pôs também a mitra na cabeça de Arão e na parte da frente da mitra colocou a placa de ouro que era o sinal da ordenação de Arão como sacerdote. Tudo isso Moisés fez como o SENHOR havia mandado.,"e colocou o turbante na cabeça de Arão com a lâmina de ouro, isto é, a coroa sagrada, na frente do turbante, conforme o SENHOR tinha ordenado a Moisés."
18215,E disse-me o SENHOR: Viste bem; porque eu velo sobre a minha palavra para a cumprir.,"O SENHOR me disse: — Você viu bem, porque eu estou vigiando para que a minha palavra se cumpra.",O SENHOR me disse: “Exatamente. Isso significa que eu estou vigiando para que a minha palavra se cumpra”.,O SENHOR me disse: — Você está certo; eu também estou vigiando para que as minhas palavras se cumpram.,"O SENHOR me disse: “Você viu bem, pois estou vigiando para que a minha palavra se cumpra”."
13289,"O SENHOR julgará os povos; julga-me, SENHOR, conforme a minha justiça e conforme a integridade que há em mim.","O SENHOR julga os povos; julga-me, SENHOR, segundo a minha justiça e segundo a integridade que há em mim.","SENHOR, julgue-me conforme a minha justiça, conforme a minha honestidade.","Ó SENHOR Deus, tu és o juiz de todas as pessoas. Julga a meu favor, pois sou inocente e correto.","O SENHOR é quem julga os povos. Julga-me, SENHOR, conforme a minha justiça, conforme a minha integridade."
780,"E chegou a um lugar onde passou a noite, porque já o sol era posto; e tomou uma das pedras daquele lugar, e a pôs por sua cabeceira, e deitou-se naquele lugar.","Quando chegou a certo lugar, ali passou a noite, porque o sol já se havia posto. Pegou uma das pedras do lugar, fez dela o seu travesseiro e se deitou ali mesmo para dormir.","Ele chegou num certo lugar, onde passou a noite, porque o sol já se tinha posto. Jacó procurou uma pedra que lhe servisse de travesseiro para descansar a cabeça, e adormeceu.",De tardinha ele chegou a um lugar sagrado e passou a noite ali. Pegou uma pedra daquele lugar para servir como travesseiro e se deitou ali mesmo para dormir.,"Chegando a determinado lugar, parou para pernoitar, porque o sol já se havia posto. Tomando uma das pedras dali, usou-a como travesseiro e deitou-se."
6722,"E chamaram o nome da cidade Dã, conforme o nome de Dã, seu pai, que nascera a Israel, sendo, porém, dantes, o nome desta cidade Laís.","E lhe chamaram Dã, segundo o nome de Dã, seu pai, que era filho de Israel. Porém no passado o nome dessa cidade era Laís.","que a partir daí passou a ser chamada de Dã, em homenagem ao pai da tribo, filho de Israel. Antes, porém, o nome da cidade era Laís.","Deram à cidade o nome de Dã porque assim se chamava o fundador da tribo, que era filho de Jacó.","Deram à cidade anteriormente chamada Laís o nome de Dã, em homenagem a seu antepassado Dã, filho de Israel."
9413,"olhai pelo melhor e mais reto dos filhos de vosso senhor, o qual ponde sobre o trono de seu pai, e pelejai pela casa de vosso senhor.","escolham o melhor e mais capaz dos filhos de seu senhor, ponham-no sobre o trono de seu pai e lutem pela casa de seu senhor.","escolham o melhor e o mais digno dos filhos de Acabe para que reine sobre vocês; preparem-se, também, para lutar pelo trono dele”.","escolham o melhor e o mais capaz dos filhos do rei, ponham no trono do pai e lutem para defendê-lo.”",escolham o melhor e o mais capaz dos filhos do rei e coloquem-no no trono de seu pai. E lutem pela dinastia de seu senhor”.
26323,"Este é o que esteve entre a congregação no deserto, com o anjo que lhe falava no monte Sinai, e com nossos pais, o qual recebeu as palavras de vida para no-las dar.","É este Moisés quem esteve na congregação no deserto, com o anjo que lhe falava no monte Sinai e com os nossos pais. Foi ele quem recebeu palavras vivas para nos transmitir.","Pois no deserto Moisés foi o mediador entre o povo de Israel e o anjo que deu a eles a Lei de Deus — a palavra viva — no monte Sinai, para transmiti-las a nós.",Foi Moisés quem esteve com os israelitas reunidos no deserto; ele esteve lá com os nossos antepassados e com o anjo que falou com ele no monte Sinai. E foi Moisés quem recebeu e nos entregou as mensagens vivas de Deus.,"Ele estava na congregação, no deserto, com o anjo que lhe falava no monte Sinai e com os nossos antepassados, e recebeu palavras vivas, para transmiti-las a nós."
19676,"Caiu a coroa da nossa cabeça; ai de nós, porque pecamos.","Caiu a coroa da nossa cabeça. Ai de nós, porque pecamos!","Caiu a coroa das nossas cabeças! Ai de nós, porque temos pecado!",Nada sobrou daquilo que era o nosso orgulho. Nós pecamos e estamos condenados.,"A coroa caiu da nossa cabeça. Ai de nós, porque temos pecado!"
27123,"E, semelhantemente, também os varões, deixando o uso natural da mulher, se inflamaram em sua sensualidade uns para com os outros, varão com varão, cometendo torpeza e recebendo em si mesmos a recompensa que convinha ao seu erro.","Da mesma forma, também os homens, deixando o contato natural da mulher, se inflamaram mutuamente em sua sensualidade, cometendo indecência, homens com homens, e recebendo, em si mesmos, a merecida punição do seu erro.","E os homens, em vez de terem relações sexuais naturais cada qual com sua mulher, arderam em paixão uns pelos outros, homens praticando coisas vergonhosas com outros homens, e, como resultado disso, receberam o castigo merecido pela sua perversão.",E também os homens deixam as relações naturais com as mulheres e se queimam de paixão uns pelos outros. Homens têm relações vergonhosas uns com os outros e por isso recebem em si mesmos o castigo que merecem por causa dos seus erros.,"Da mesma forma, os homens também abandonaram as relações naturais com as mulheres e se inflamaram de paixão uns pelos outros. Começaram a cometer atos indecentes, homens com homens, e receberam em si mesmos o castigo merecido pela sua perversão."
3295,"Santos serão a seu Deus e não profanarão o nome do seu Deus, porque oferecem as ofertas queimadas do SENHOR, o pão do seu Deus; portanto, serão santos.","Serão santos para o seu Deus e não profanarão o nome do seu Deus, porque oferecem as ofertas queimadas do SENHOR, o pão de seu Deus; portanto, serão santos.","Eles serão santos ao seu Deus, e não profanarão o nome do seu Deus; pois são eles que apresentam as ofertas queimadas ao SENHOR, ofertas de alimento do seu Deus. Para estas funções, eles têm de ser santos.","Eles serão completamente fiéis ao seu Deus e não deverão profanar o nome de Deus. Eles apresentam os sacrifícios que são ofertas de alimento para Deus, o SENHOR; portanto, devem ser fiéis a Deus.","Serão santos ao seu Deus e não profanarão o nome do seu Deus. Pelo fato de apresentarem ao SENHOR as ofertas preparadas no fogo, ofertas de alimento do seu Deus, serão santos."
19657,"Os nossos perseguidores foram mais ligeiros do que as aves dos céus; sobre os montes nos perseguiram, no deserto nos armaram ciladas.","Os nossos perseguidores foram mais ligeiros do que as águias nos céus; sobre os montes nos perseguiram, no deserto nos armaram ciladas. Rexe —","Nossos inimigos eram mais rápidos que as águias nos céus; fugimos para as montanhas, mas eles nos alcançaram; corremos para o deserto, porém eles já tinham preparado uma armadilha para nos prender.",Os nossos perseguidores foram mais rápidos do que as águias do céu; eles nos perseguiram nas montanhas e nos atacaram de surpresa no deserto.,"Nossos perseguidores eram mais velozes que as águias nos céus; perseguiam-nos por sobre as montanhas, ficavam de tocaia contra nós no deserto."
18277,"Deveras, como a mulher se aparta aleivosamente do seu companheiro, assim aleivosamente te houveste comigo, ó casa de Israel, diz o SENHOR.","Mas, assim como a mulher que, com traição, se afasta do seu marido, assim você foi infiel para comigo, ó casa de Israel”, diz o SENHOR.","Mas o que aconteceu foi justamente o contrário: Como mulher que trai o marido, assim você tem sido infiel comigo, ó nação de Israel”, diz o SENHOR.","Mas, como a mulher que trai o marido, assim você me traiu. Sou eu, o SENHOR, quem está falando.”","Mas, como a mulher que trai o marido, assim você tem sido infiel comigo, ó comunidade de Israel”, declara o SENHOR."
5048,"Este, pois, é o modo da remissão: que todo credor, que emprestou ao seu próximo uma coisa, o quite; não a exigirá do seu próximo ou do seu irmão, pois a remissão do SENHOR é apregoada.","Este é o modo como isso será feito: todo credor que emprestou alguma coisa ao seu próximo dará por pago o que havia emprestado; não exigirá pagamento do seu próximo ou do seu compatriota, porque a remissão do SENHOR é proclamada.","Isso deverá ser feito da seguinte maneira: Todo credor dará ao devedor um documento de quitação do empréstimo, como se tivesse recebido o pagamento. Nenhum israelita exigirá pagamento do próximo ou do seu parente, porque foi proclamado o tempo do SENHOR para o perdão da dívida.","Isso será feito assim: quem tiver emprestado dinheiro a outro israelita perdoará a dívida. Ele não exigirá pagamento, pois o SENHOR Deus declara que a dívida foi perdoada.","Isso deverá ser feito da seguinte forma: todo credor cancelará o empréstimo que fez ao seu próximo. Nenhum israelita exigirá pagamento de seu próximo ou de seu parente, porque foi proclamado o tempo do SENHOR para o cancelamento das dívidas."
5952,"e Queila, e Aczibe, e Maressa: nove cidades e as suas aldeias.","Queila, Aczibe e Maressa. Ao todo, nove cidades com as suas aldeias.","Queila, Aczibe e Maressa. Eram nove cidades com seus povoados.","Queila, Aczibe e Maressa. Ao todo nove cidades, mais os povoados vizinhos.","Queila, Aczibe e Maressa. Eram nove cidades com seus povoados."
11333,"E debaixo das suas ordens estavam Éden, e Miniamim, e Jesua, e Semaías, e Amarias, e Secanias, nas cidades dos sacerdotes, para distribuírem com fidelidade a seus irmãos, segundo as suas turmas, tanto aos pequenos como aos grandes;","Debaixo das suas ordens estavam Éden, Miniamim, Jesua, Semaías, Amarias e Secanias, nas cidades dos sacerdotes, para com fidelidade distribuírem as porções aos seus irmãos, segundo os seus turnos, tanto aos pequenos como aos grandes.","Seus fiéis auxiliares eram Éden, Miniamim, Jesua, Semaías, Amarias e Secanias, que distribuíam as ofertas às famílias dos sacerdotes em suas próprias cidades, fazendo a distribuição por igual, de acordo com seus turnos, tanto aos jovens como aos idosos.","Nas outras cidades onde os sacerdotes moravam, os seguintes levitas trabalhavam fielmente debaixo da direção de Coré: Éden, Miniamim, Jesua, Semaías, Amariá e Secanias. Estes distribuíam as porções devidas a todos os seus colegas, os levitas, de acordo com os grupos a que pertenciam, dando a cada um a mesma porção.","Sob o comando dele estavam Éden, Miniamim, Jesua, Semaías, Amarias e Secanias, que, nas cidades dos sacerdotes, com toda a fidelidade distribuíam ofertas aos seus colegas sacerdotes de acordo com seus turnos, tanto aos idosos quanto aos jovens."
20403,Mas eu porei anzóis em teus queixos e prenderei o peixe dos teus rios às tuas escamas; e todo peixe dos teus rios se pegará às tuas escamas.,"Mas eu porei anzóis em seus queixos e farei com que os peixes dos seus rios se apeguem às suas escamas. Vou tirá-lo do meio dos seus rios, juntamente com todos os peixes dos seus rios grudados nas suas escamas.","Mas eu vou amarrar e deixar bem presa essa sua enorme boca. Eu vou arrancar você de dentro de seus rios, junto com todos os peixes que vivem ao seu lado.","Mas eu porei um gancho no seu focinho e farei com que os peixes do seu rio fiquem agarrados em você. Então eu o puxarei para fora do rio Nilo, com todos os peixes agarrados em você.","Mas porei anzóis em seu queixo e farei os peixes dos seus regatos se apegarem às suas escamas, ó Egito. Puxarei você para fora dos seus riachos, com todos os peixes grudados em suas escamas."
