,src_sent,pred_sent,reference_nbv,reference_nlth,reference_naa,reference_nvi,bleu_score
2338,"""Desvia de mim o opróbrio que temo, pois os teus juízos são bons.""
","""Desvia de mim os seus juízos e <unk> os teus juízos são bons.""
","""Afaste de mim meus caminhos vergonhosos; suas leis são tudo o que desejo na vida.""
","""Livra-me dos insultos, que me causam medo; os teus julgamentos são bons.""
","""Afasta de mim a afronta, que me causa medo, porque os teus juízos são bons.""
","""Livra-me da afronta que me apavora, pois as tuas ordenanças são boas.""
",37.15770152515525
2339,"""Porém os filisteus tornaram e se estenderam pelo vale.""
","""Porém os filisteus voltaram pelo vale.""
","""Mais tarde os filisteus voltaram a atacar de novo no vale,""
","""Mas logo os filisteus voltaram ao vale e começaram a atacar.""
","""Os filisteus tornaram a subir e fizeram uma nova investida no vale.""
","""Os filisteus voltaram a atacar o vale;""
",18.562933874262487
2340,"""Porque eis que teus inimigos se alvoroçam, e os que te aborrecem levantaram a cabeça.""
","""Porque eis que teus inimigos se alvoroçam, e os que te odeiam levantaram a cabeça.""
","""Os seus inimigos se agitam; os que odeiam o Senhor se reúnem, cheios de orgulho!""
","""Olha! Os teus inimigos se agitam, e aqueles que te odeiam estão se revoltando.""
","""Os teus inimigos se alvoroçam, e os que te odeiam levantam a cabeça.""
","""Vê como se agitam os teus inimigos, como os teus adversários te desafiam de cabeça erguida.""
",62.72517339014035
2341,"""porque Moisés levantou o tabernáculo, e pôs as suas bases, e armou as suas tábuas, e meteu nele os seus varais, e levantou as suas colunas;""
","""porque Moisés levantou o tabernáculo, pôs as suas bases, armou as suas tábuas, e meteu nele os cabos e levantou as suas colunas;""
","""Moisés armou o Tabernáculo, colocando as bases em seus lugares, as armações e as travessas e levantou as colunas.""
","""Moisés colocou as bases, as armações e as travessas e levantou os postes.""
","""Moisés ergueu o tabernáculo, pôs as suas bases, armou as suas tábuas, colocou nele as suas vigas superiores e levantou as suas colunas;""
","""Moisés armou o tabernáculo, colocou as bases em seus lugares, armou as molduras, colocou as vigas e levantou as colunas.""
",64.84729242853399
2342,"""Pois quê? O que Israel buscava não o alcançou; mas os eleitos o alcançaram, e os outros foram endurecidos.""
","""Pois quê? O que Israel Israel buscava não o alcançou; mas os eleitos o <unk> e os outros foram <unk>
","""Assim, a situação é esta: A maioria dos israelitas não encontrou a misericórdia divina que eles tanto buscavam. Poucos a encontraram — aqueles que Deus escolheu — enquanto os outros foram endurecidos.""
","""E isso quer dizer que não foi o povo de Israel que encontrou o que estava procurando. Quem encontrou foi apenas um pequeno grupo que Deus escolheu; os outros não quiseram ouvir o chamado de Deus.""
","""Que diremos, então? O que Israel buscava, isso não alcançou; mas a eleição conseguiu isso. Os demais foram endurecidos,""
","""Que dizer então? Israel não conseguiu aquilo que tanto buscava, mas os eleitos o obtiveram. Os demais foram endurecidos,""
",26.61039908366136
2343,"""E os mortos serão arremessados, e do seu corpo subirá o mau cheiro; e com o seu sangue os montes se derreterão.""
","""Os mortos serão <unk> e do seu corpo subirá o mau cheiro; e com o sangue os montes se <unk>
","""Seus mortos não serão enterrados, e o cheiro horrível de carne podre se espalhará por toda a terra. O sangue dos cadáveres vai escorrer pelas montanhas.""
","""Os mortos ficarão onde caíram, e o mau cheiro se espalhará por toda parte; rios de sangue descerão das montanhas.""
","""Os mortos deles serão lançados fora, e dos seus cadáveres subirá o mau cheiro; os montes se inundarão do sangue deles.""
","""Seus mortos serão lançados fora e os seus cadáveres exalarão mau cheiro; os montes se encharcarão do sangue deles.""
",24.76682488899512
2344,"""Plantarás vinhas e cultivarás; porém não beberás vinho, nem colherás as uvas, porque o bicho as colherá.""
","""— <unk> vinhas e cultivarás; porém não não beberás vinho, nem colham as uvas, porque o verme as colherá.""
","""Plantarão e cultivarão videiras, mas não aproveitarão as uvas, nem farão vinho, porque serão destruídas pelos vermes.""
","""Vocês farão plantações de uvas e cuidarão delas, mas não colherão as uvas, nem beberão do vinho, pois os bichos acabarão com as plantas.""
","""Vocês plantarão e cultivarão muitas vinhas, mas não beberão o vinho, nem colherão as uvas, porque os vermes acabarão com tudo.""
","""Plantarão vinhas e as cultivarão, mas não beberão o vinho nem colherão as uvas, porque os vermes as comerão.""
",16.536955122214078
2345,"""O ódio excita contendas, mas o amor cobre todas as transgressões.""
","""O ódio deles excita <unk> mas o amor cobre todas as transgressões.""
","""O ódio só produz brigas e confusão; mas o amor esquece e perdoa todas as ofensas.""
","""O ódio provoca brigas, mas o amor perdoa todas as ofensas.""
","""O ódio provoca conflitos, mas o amor cobre todas as transgressões.""
","""O ódio provoca dissensão, mas o amor cobre todos os pecados.""
",56.35190098079901
2346,"""sabei, certamente, que o SENHOR, vosso Deus, não continuará mais a expelir estas nações de diante de vós, mas vos serão por laço, e rede, e açoite às vossas costas, e espinhos aos vossos olhos; até que pereçais desta boa terra que vos deu o SENHOR, vosso Deus.""
","""sabei, que o SENHOR, o seu Deus, não <unk> mais a expelir estas nações de diante de vocês, mas vocês serão por laço, e espinhos aos seus olhos, e espinhos aos seus olhos, até que vocês tomarão posse da boa terra que o SENHOR, o seu Deus.""
","""fiquem sabendo, com toda a certeza, que o SENHOR, o seu Deus, não mais expulsará essas nações da presença de vocês. Em vez disso, elas serão armadilha e laço para vocês, chicote em suas costas e espinhos nos olhos de vocês, até que vocês desapareçam desta boa terra que receberam do SENHOR, o seu Deus.""
","""podem ficar certos de que ele não expulsará mais esses povos do meio de vocês. Pelo contrário, eles se tornarão perigosos para vocês, como se fossem precipícios, armadilhas, chicotes nas costas ou espinhos nos olhos. E isso continuará até que vocês desapareçam desta boa terra que o SENHOR, nosso Deus, lhes deu.""
","""saibam com certeza que o SENHOR, seu Deus, não expulsará mais essas nações de diante de vocês. Pelo contrário, elas serão um laço e uma rede para vocês, e açoite nas costas e espinhos nos olhos, até que vocês desapareçam desta boa terra que o SENHOR, seu Deus, lhes deu.""
","""estejam certos de que o SENHOR, o seu Deus, já não expulsará essas nações de diante de vocês. Ao contrário, elas se tornarão armadilhas e laços para vocês, chicote em suas costas e espinhos em seus olhos, até que vocês desapareçam desta boa terra que o SENHOR, o seu Deus, deu a vocês.""
",48.59272830528155
2347,"""Esforçai-vos e sede homens, ó filisteus, para que, porventura, não venhais a servir aos hebreus, como eles serviram a vós; sede, pois, homens e pelejai.""
","""Esforçai-vos e sejam homens, ó filisteus, para que não venhais a servir aos hebreus, como eles serviram a vocês, como eles serviram e pelejai.""
","""Lutem como nunca lutaram antes, ó filisteus, ou vocês se tornarão escravos deles, assim como eles se tornaram nossos escravos. Sejam homens e lutem!”""
","""Sejam corajosos, filisteus! Lutem como homens ou seremos escravos dos hebreus, como eles já foram nossos escravos. Lutem como homens!""
","""Sejam fortes, filisteus! Comportem-se como homens, para que não venham a ser escravos dos hebreus, como eles já foram escravos de vocês! Comportem-se como homens e lutem!""
","""Sejam fortes, filisteus! Sejam homens, ou vocês se tornarão escravos dos hebreus, assim como eles foram escravos de vocês. Sejam homens e lutem!”""
",25.118128775617656
2348,"""Tenho posto o SENHOR continuamente diante de mim; por isso que ele está à minha mão direita, nunca vacilarei.""
","""Eu sou o SENHOR continuamente diante de mim, por isso que ele está à minha mão direita não <unk>
","""Fiz do SENHOR a minha companhia constante. Enquanto ele estiver do meu lado, não tropeçarei.""
","""Estou certo de que o SENHOR está sempre comigo; ele está ao meu lado direito, e nada pode me abalar.""
","""Tenho o SENHOR sempre diante de mim; estando ele à minha direita, não serei abalado.""
","""Sempre tenho o SENHOR diante de mim. Com ele à minha direita, não serei abalado.""
",6.944801238092025
2349,"""E dei-lhe tempo para que se arrependesse da sua prostituição; e não se arrependeu.""
","""— <unk> tempo para que se arrependesse da sua prostituição; e não se <unk>
","""Eu dei tempo a ela para mudar a sua mente e a atitude da sua imoralidade sexual, porém ela recusou.""
","""Eu lhe dei tempo para abandonar os seus pecados, porém ela não quer deixar a imoralidade.""
","""Dei-lhe tempo para que se arrependesse, porém ela não quer se arrepender da sua imoralidade.""
","""Dei-lhe tempo para que se arrependesse da sua imoralidade sexual, mas ela não quer se arrepender.""
",32.64128346656048
2350,"""e aos horeus no seu monte Seir, até à campina de Parã, que está junto ao deserto.""
","""e os horeus no seu monte Seir, até a campina de Parã, que está junto ao deserto.""
","""e os horeus nos montes de Seir até El-Parã, perto do deserto.""
","""e os horeus nas montanhas de Seir, perseguindo-os até El-Parã, onde começa o deserto.""
","""e os horeus no seu monte Seir, até El-Parã, que está junto ao deserto.""
","""e os horeus desde os montes de Seir até El-Parã, próximo ao deserto.""
",73.4411253978718
2351,"""Aborreço a duplicidade, mas amo a tua lei.""
","""Aborreço a duplicidade, mas amo a tua lei.""
","""Odeio pessoas sem firmeza que não querem lhe obedecer de todo o coração, mas amo a sua lei.""
","""Não suporto as pessoas falsas, mas amo a tua lei.""
","""Detesto a falsidade, porém amo a tua lei.""
","""Odeio os que são inconstantes, mas amo a tua lei.""
",64.84115071397645
2352,"""então, virá aquele de quem for a casa e o fará saber ao sacerdote, dizendo: Parece-me que há como que praga em minha casa.""
","""— Depois de quem for a casa de quem for a casa e o fará que praga como praga em minha casa.""
","""o dono da casa comunicará o fato ao sacerdote, dizendo: ‘Parece que há uma mancha de lepra em minha casa’.""
","""o dono irá falar com o sacerdote e dirá que descobriu mofo na sua casa.""
","""o dono da casa fará saber ao sacerdote, dizendo: “Parece-me que existe algo como que uma praga em minha casa.”""
","""o dono da casa irá ao sacerdote e dirá: Parece-me que há mancha de mofo em minha casa.""
",22.93476949918813
2353,"""toda oração, e toda súplica que qualquer homem fizer ou todo o teu povo de Israel, conhecendo cada um a sua praga e a sua dor e estendendo as suas mãos para esta casa,""
","""toda oração, e toda a súplica de Israel fizer um ou todo o teu povo de Israel, conhecendo cada um a sua praga e a sua dor e estendendo as mãos para esta templo,""
","""ouça a oração ou súplica de cada israelita por misericórdia, ou de todo o seu povo Israel, quando se tratar de suas próprias tristezas, estendendo as suas mãos na direção deste templo.""
","""escuta as suas orações. Se alguém do teu povo de Israel, sentindo o peso da sua desgraça e do seu sofrimento, estender as mãos na direção deste Templo e orar,""
","""toda oração e súplica que qualquer homem ou todo o teu povo de Israel fizer, conhecendo cada um a sua própria ferida e a sua dor, e estendendo as mãos na direção deste templo,""
","""uma oração ou uma súplica por misericórdia for feita por um israelita ou por todo o Israel, teu povo, cada um sentindo as suas próprias aflições e dores, estendendo as mãos na direção deste templo,""
",51.62827448730546
2354,"""E subiram e acamparam-se em Quiriate-Jearim, em Judá; pelo que chamaram a este lugar Maané-Dã, até ao dia de hoje; eis que está por detrás de Quiriate-Jearim.""
","""Eles foram e acamparam em Quiriate-Jearim, em Judá, em Judá, por meio do que chamaram este lugar Maané-Dã, até o dia de Quiriate-Jearim.""
","""Eles acamparam em Quiriate-Jearim, no território de Judá — lugar que ficou depois conhecido pelo nome de Maané-Dã.""
","""Subiram e acamparam a oeste da cidade de Quiriate-Jearim, na região de Judá. É por isso que aquele lugar é chamado até hoje de “Campo de Dã”.""
","""Subiram e acamparam em Quiriate-Jearim, em Judá. Por isso aquele lugar é chamado de Maané-Dã, até o dia de hoje. Fica a oeste de Quiriate-Jearim.""
","""Na viagem armaram acampamento perto de Quiriate-Jearim, em Judá. É por isso que até hoje o local, a oeste de Quiriate-Jearim, é chamado Maané-Dã.""
",44.336602300306055
2355,"""Porém Eliézer, filho de Dodavá, de Maressa, profetizou contra Josafá, dizendo: Visto que te aliaste com Acazias, o SENHOR despedaçou as tuas obras. E os navios se quebraram e não puderam ir a Társis.""
","""Porém Eliézer, filho de Dodavá, profetizou de Maressa, profetizou contra Josafá, o SENHOR despedaçou as suas obras. E os navios se quebraram e não puderam ir a Társis.""
","""Então Eliezer, filho de Dodava, de Maressa, profetizou contra Josafá e lhe disse: “Já que você fez esse tratado com o rei Acazias, o SENHOR destruirá o que você construiu”. Assim, os navios se quebraram e naufragaram e nunca chegaram a Társis.""
","""Mas Eliézer, filho de Dodavá, profetizou contra Josafá o seguinte: — O SENHOR Deus vai destruir o que o senhor construiu porque o senhor se tornou aliado de Acazias. Os navios se quebraram e não puderam ir até a Espanha.""
","""Então Eliézer, filho de Dodavá, de Maressa, profetizou contra Josafá, dizendo: — Porque você se aliou com Acazias, o SENHOR destruirá o que você construiu. E os navios se quebraram e não puderam ir a Társis.""
","""Eliézer, filho de Dodava de Maressa, profetizou contra Josafá, dizendo: “Por haver feito um tratado com Acazias, o SENHOR destruirá o que você fez”. Assim, os navios naufragaram e não se pôde cumprir o tratado comercial.""
",53.07815316311027
2356,"""Portanto, tudo o que vós quereis que os homens vos façam, fazei-lho também vós, porque esta é a lei e os profetas.""
","""Por isso, tudo o que vocês querem que os homens os façam, <unk> porque esta é a lei e os profetas.""
","""“Façam aos outros aquilo que vocês querem que eles façam a vocês. Isto é em poucas palavras o ensino da Lei de Moisés e dos Profetas.""
","""— Façam aos outros o que querem que eles façam a vocês; pois isso é o que querem dizer a Lei de Moisés e os ensinamentos dos Profetas.""
","""— Portanto, tudo o que vocês querem que os outros façam a vocês, façam também vocês a eles; porque esta é a Lei e os Profetas.""
","""Assim, em tudo, façam aos outros o que vocês querem que eles façam a vocês; pois esta é a Lei e os Profetas.""
",37.756681336058016
2357,"""Não há sabedoria, nem inteligência, nem conselho contra o SENHOR.""
","""Não há sabedoria, nem inteligência, nem conselho contra o SENHOR.""
","""Ninguém, por mais sábio e esperto que seja, nem plano algum é capaz de enganar ou vencer o SENHOR.""
","""A sabedoria, a inteligência e o entendimento das pessoas não são nada na presença do SENHOR.""
","""Não há sabedoria, nem entendimento, nem mesmo conselho contra o SENHOR.""
","""Não há sabedoria alguma, nem discernimento algum, nem plano algum que possa opor-se ao SENHOR.""
",65.59826556429194
2358,"""E, vendo aquilo os cinco príncipes dos filisteus, voltaram para Ecrom no mesmo dia.""
","""Quando os cinco líderes dos filisteus, voltaram para Ecrom no mesmo dia.""
","""Depois que os cinco governantes filisteus viram tudo aquilo, voltaram a Ecrom naquele mesmo dia.""
","""Os cinco governadores filisteus viram isso e no mesmo dia voltaram para Ecrom.""
","""Os cinco governantes dos filisteus viram aquilo e voltaram para Ecrom no mesmo dia.""
","""Os cinco governantes dos filisteus viram tudo isso e voltaram naquele mesmo dia a Ecrom.""
",55.68544122775911
2359,"""E, quando alguma pessoa oferecer oferta de manjares ao SENHOR, a sua oferta será de flor de farinha; nela, deitará azeite e porá o incenso sobre ela.""
","""Se alguém oferecer oferta de cereais ao SENHOR, a oferta de cereais e porá azeite e porá o incenso sobre ela.""
","""“Quando alguém oferecer uma oferta de cereais ao SENHOR, deverá trazer farinha da melhor qualidade. Derramará azeite e incenso sobre a farinha""
","""Quando um homem oferecer cereais ao SENHOR Deus, deverá moer o cereal, tirando dele a melhor farinha. Depois de misturar azeite e incenso na farinha,""
","""— Quando alguma pessoa fizer oferta de cereais ao SENHOR, a sua oferta será da melhor farinha; derramará azeite sobre a farinha e porá incenso sobre ela.""
","""“Quando alguém trouxer uma oferta de cereal ao SENHOR, terá que ser da melhor farinha. Sobre ela derramará óleo, colocará incenso""
",43.26198329229379
2360,"""Quebranta o braço do ímpio e malvado; busca a sua impiedade até nada mais achares dela.""
","""Quebranta o braço do ímpio e <unk> busca a sua maldade até nada mais dela.""
","""Ó Senhor, quebre o braço do mau e do perverso. Castigue-o por causa das suas maldades até que não as pratique mais.""
","""Senhor, acaba com o poder dos maus e dos perversos. Castiga-os por causa das suas maldades até que eles não as pratiquem mais.""
","""Quebra o braço do perverso e do malvado; pede contas da sua maldade, até que a descubras de todo.""
","""Quebra o braço do ímpio e do perverso, pede contas de sua impiedade até que dela nada mais se ache.""
",22.212630136433173
2361,"""O SENHOR empobrece e enriquece; abaixa e também exalta.""
","""O SENHOR <unk> e enriquece; <unk> e <unk>
","""O SENHOR faz com que alguns fiquem pobres e outros, ricos; a um ele humilha, a outro ele exalta.""
","""Ele faz com que alguns fiquem pobres e outros, ricos; rebaixa uns e eleva outros.""
","""O SENHOR empobrece e enriquece; humilha e também exalta.""
","""O SENHOR é quem dá pobreza e riqueza; ele humilha e exalta.""
",10.640850690356462
2362,"""Ora, os nomes dos doze apóstolos são estes: O primeiro, Simão, chamado Pedro, e André, seu irmão; Tiago, filho de Zebedeu, e João, seu irmão;""
","""Ora, os nomes dos doze apóstolos são Simão, o primeiro, chamado Pedro, seu irmão e André, filho de Zebedeu, e <unk>
","""Estes são os nomes dos seus doze discípulos: Simão, também chamado Pedro, André, irmão de Pedro; Tiago, filho de Zebedeu, e João, irmão de Tiago;""
","""São estes os nomes dos doze apóstolos: primeiro, Simão, chamado Pedro, e o seu irmão André;  e o seu irmão João, filhos de Zebedeu;""
","""Ora, os nomes dos doze apóstolos são estes: primeiro, Simão, chamado Pedro, e André, seu irmão; Tiago, filho de Zebedeu, e João, seu irmão;""
","""Estes são os nomes dos doze apóstolos: primeiro, Simão, chamado Pedro, e André, seu irmão; Tiago, filho de Zebedeu, e João, seu irmão;""
",54.89461149348977
2363,"""E foram os filhos de Hebrom: Coré, e Tapua, e Requém, e Sema.""
","""Os filhos de Hebrom: Coré, e Tapua, e Sema.""
","""Os filhos de Hebrom foram: Coré, Tapua, Requém e Sema.""
","""Hebrom foi pai de quatro filhos: Corá, Tapua, Requém e Sema.""
","""Os filhos de Hebrom foram: Coré, Tapua, Requém e Sema.""
","""Estes foram os filhos de Hebrom: Corá, Tapua, Requém e Sema.""
",56.3482910707872
2364,"""E, perto da hora nona, exclamou Jesus em alta voz, dizendo: Eli, Eli, lemá sabactâni, isto é, Deus meu, Deus meu, por que me desamparaste?""
","""E, perto da hora da manhã nona, Jesus gritou em alta voz: — Eli, que é que você é, Deus me <unk>
","""Perto das três horas, Jesus clamou: “Eli, Eli, lamá sabactâni?”, que quer dizer: “Meu Deus, meu Deus, por que o Senhor me abandonou?”""
","""Às três horas da tarde, Jesus gritou bem alto: — “Eli, Eli, lemá sabactani?” Essas palavras querem dizer: “Meu Deus, meu Deus, por que me abandonaste?”""
","""Por volta de três horas da tarde, Jesus clamou em alta voz, dizendo: — Eli, Eli, lemá sabactani? — Isso quer dizer: “Deus meu, Deus meu, por que me desamparaste?”""
","""Por volta das três horas da tarde, Jesus bradou em alta voz: “Eloí, Eloí, lamá sabactâni?”, que significa “Meu Deus! Meu Deus! Por que me abandonaste?”""
",18.1122533822771
2365,"""E Davi dormiu com seus pais e foi sepultado na Cidade de Davi.""
","""Davi descansou com os seus antepassados e foi sepultado na Cidade de Davi.""
","""Depois Davi morreu e foi sepultado com os seus antepassados na Cidade de Davi.""
","""Davi morreu e foi sepultado ao lado dos seus antepassados na Cidade de Davi.""
","""Davi morreu e foi sepultado na Cidade de Davi.""
","""Então Davi descansou com os seus antepassados e foi sepultado na Cidade de Davi.""
",90.3898982408896
2366,"""Olha para mim, SENHOR, e ouve a voz dos que contendem comigo.""
","""Olhe para mim, ó SENHOR, e ouve a voz dos meus inimigos.""
","""SENHOR, por favor, ajude-me! Veja o que meus acusadores estão dizendo!""
","""Então eu orei assim: — Ó SENHOR Deus, ouve-me e escuta o que os meus inimigos estão dizendo contra mim.""
","""— Olha para mim, SENHOR, e ouve a voz dos que me acusam.""
","""Atende-me, ó SENHOR; ouve o que os meus acusadores estão dizendo!""
",55.38826550262681
2367,"""Quanto mais abominável e corrupto é o homem, que bebe a iniquidade como a água?""
","""Quanto mais abominável e corrupto é o homem, que bebe a iniquidade como a água?""
","""Que dizer então dos homens, impuros e perversos por natureza e cheios de pecado como uma esponja que cai na água?""
","""que diremos do ser humano, imundo e nojento, que bebe o pecado como se fosse água?""
","""quanto menos o homem, que é abominável e corrupto, que bebe a iniquidade como a água!”""
","""quanto menos o homem, que é impuro e corrupto, e que bebe iniquidade como água.""
",58.2947607432828
2368,"""e, vendo a Pedro, que estava se aquentando, olhou para ele e disse: Tu também estavas com Jesus, o Nazareno.""
","""Quando Pedro viu Pedro, que estava com ele e disse: “Você também estava com Jesus, o Nazareno.""
","""Ela viu Pedro aquecendo-se na fogueira, olhou bem para ele e disse: “Você também estava com Jesus, o Nazareno”.""
","""Ela viu Pedro se esquentando perto do fogo, olhou bem para ele e disse: — Você também estava com Jesus de Nazaré.""
","""e, vendo Pedro, que se aquecia, fixou os olhos nele e disse: — Você também estava com Jesus, o Nazareno.""
","""Vendo Pedro a aquecer-se, olhou bem para ele e disse: “Você também estava com Jesus, o Nazareno”.""
",67.25157402359801
2369,"""A tua justiça é uma justiça eterna, e a tua lei é a verdade.""
","""A tua justiça é uma justiça eterna, e a tua lei é a verdade.""
","""A sua justiça é eterna; a sua lei é a pura verdade.""
","""A tua justiça dura para sempre, e a tua lei é sempre verdadeira.""
","""A tua justiça é justiça eterna, e a tua lei é a própria verdade.""
","""A tua justiça é eterna, e a tua lei é a verdade.""
",83.94327083733333
2370,"""Filho do homem, os moradores destes lugares desertos da terra de Israel falam, dizendo: Abraão era um só e possuiu esta terra; mas nós somos muitos; esta terra nos foi dada em possessão.""
","""— Filho do homem, os moradores da terra de Israel da terra de Israel <unk> Abraão era um só e possuiu esta terra; mas nós somos muitos; esta terra nos foi entregue em Gileade.""
","""“Filho do homem, os moradores de Judá, que ficaram espalhados pelas ruínas das cidades de Israel, andam dizendo: ‘Abraão era um só e acabou sendo dono de toda esta terra. Nós somos muitos e podemos muito bem voltar a tomar posse de nosso país!’""
","""— Homem mortal, os moradores das cidades arrasadas na terra de Israel estão dizendo o seguinte: “Abraão era um homem só, e toda esta terra foi dada a ele. Nós somos muitos, e por isso agora a terra é nossa.”""
","""— Filho do homem, os moradores desses lugares desertos da terra de Israel estão dizendo: “Abraão era um só, mas possuiu esta terra. Ora, como nós somos muitos, certamente esta terra nos foi dada como propriedade.”""
","""“Filho do homem, o povo que vive naquelas ruínas em Israel está dizendo: ‘Abraão era apenas um único homem e, contudo, possuiu a terra. Mas nós somos muitos; com certeza receberemos a terra como propriedade’.""
",41.352948535471036
2371,"""A porta da câmara do meio estava do lado direito da casa, e por caracóis se subia à do meio, e da do meio, à terceira.""
","""A porta da câmara estava do lado do lado do templo e por caracóis se subia para o meio, e da terceira.""
","""A entrada para o andar de baixo desses cômodos laterais ficava pelo lado direito do templo, e havia uma escada que subia para o segundo andar e outra escada que ia do segundo para o terceiro andar.""
","""A entrada para as salas do andar térreo ficava no lado sul do Templo, e havia escadas para subir ao segundo e ao terceiro andares.""
","""A porta da câmara do andar térreo ficava no lado sul do templo, e por uma escada se subia ao segundo andar e, deste, ao terceiro.""
","""A entrada para o andar inferior ficava no lado sul do templo; uma escada conduzia até o andar intermediário e dali ao terceiro.""
",25.141566031539643
2372,"""E, avisado disso Saul, enviou outros mensageiros, e também estes profetizaram; então, enviou Saul ainda uns terceiros mensageiros, os quais também profetizaram.""
","""Então Saul, enviou outros mensageiros, e Saul enviou outros mensageiros, Saul enviou uns aos outros, mensageiros, os quais também profetizaram.""
","""Quando Saul soube do que aconteceu, mandou outros mensageiros; mas estes também profetizaram! Então mandou um terceiro grupo, e eles também profetizaram.""
","""Quando Saul soube disso, mandou mais mensageiros, e eles também começaram a profetizar. Então mandou mensageiros pela terceira vez, e aconteceu a mesma coisa.""
","""Quando soube disso, Saul enviou outros mensageiros, e também estes profetizaram. Então Saul enviou um terceiro grupo de mensageiros, os quais também profetizaram.""
","""Contaram isso a Saul, e ele enviou mais mensageiros, e estes também entraram em transe. Depois mandou um terceiro grupo, e eles também entraram em transe.""
",46.60899715436143
2373,"""E enviaram os filhos de Israel aos filhos de Rúben, e aos filhos de Gade, e à meia tribo de Manassés, para a terra de Gileade, Fineias, filho de Eleazar, o sacerdote,""
","""Os filhos de Israel enviaram aos filhos de Rúben, aos filhos de Gade e à meia tribo de Manassés, Fineias, filho de Eleazar, o sacerdote,""
","""Antes, porém, mandou uma delegação chefiada por Fineias, filho do sacerdote Eleazar, à terra de Gileade, às tribos de Rúben, de Gade e à meio tribo de Manassés.""
","""Então o povo de Israel enviou Fineias, filho do sacerdote Eleazar, à terra de Gileade, para falar com o povo das tribos de Rúben, de Gade e de Manassés do Leste.""
","""E os filhos de Israel enviaram Fineias, filho do sacerdote Eleazar, aos filhos de Rúben, aos filhos de Gade e à meia tribo de Manassés.""
","""Então os israelitas enviaram Fineias, filho do sacerdote Eleazar, à terra de Gileade, às tribos de Rúben e Gade e à metade da tribo de Manassés.""
",62.17360145130199
2374,"""Responderam segunda vez e disseram: Diga o rei o sonho a seus servos, e daremos a sua interpretação.""
","""Responderam e disseram: — Diga o sonho o sonho a seus servos e daremos a sua interpretação.""
","""Mas eles responderam ao rei: “Como podemos explicar o significado do sonho, se o senhor não nos disser como ele foi?”""
","""E todos os sábios disseram de novo: — Conte o senhor o sonho, e aí nós lhe diremos o que ele quer dizer.""
","""Os caldeus responderam pela segunda vez: — Que o rei conte o sonho a estes seus servos, e nós lhe daremos a interpretação.""
","""Mas eles tornaram a dizer: “Conte o rei o sonho a seus servos, e nós o interpretaremos”.""
",27.706103383697133
2375,"""As nossas crianças, as nossas mulheres, a nossa fazenda e todos os nossos animais estarão aí nas cidades de Gileade.""
","""As nossas mulheres, as nossas mulheres, a nossa riqueza e todos os nossos animais estarão aí nas cidades de Gileade.""
","""Nossos filhos e nossas mulheres, nossos rebanhos e todos os animais ficarão aqui nas cidades de Gileade,""
","""As nossas crianças, as nossas mulheres, as nossas ovelhas, as nossas cabras e todo o gado ficarão aqui nas cidades de Gileade.""
","""Nossas crianças, nossas mulheres, nossos rebanhos e todos os nossos animais estarão aí nas cidades de Gileade,""
","""Nossos filhos e nossas mulheres, e todos os nossos rebanhos ficarão aqui nas cidades de Gileade.""
",72.67072830982373
2376,"""Pois o SENHOR não desamparará o seu povo, por causa do seu grande nome, porque aprouve ao SENHOR fazer-vos o seu povo.""
","""Pois o SENHOR não desamparará o seu povo, por causa do seu grande nome, porque ele aprouve o seu povo.""
","""O SENHOR não abandonará o seu povo escolhido, pois isso seria uma desonra para o seu poderoso nome. O SENHOR se agradou de fazer de vocês o seu povo!""
","""Deus, o SENHOR, pela honra do seu nome, prometeu que não vai abandoná-los, pois resolveu fazer com que vocês sejam o povo dele.""
","""Pois o SENHOR, por causa do seu grande nome, não abandonará o seu povo, porque o SENHOR decidiu fazer de vocês o seu povo.""
","""Por causa de seu grande nome, o SENHOR não os rejeitará, pois o SENHOR teve prazer em torná-los o seu próprio povo.""
",59.57550142977944
2377,"""E eu darei graça a esse povo aos olhos dos egípcios; e acontecerá que, quando sairdes, não saireis vazios,""
","""E eu darei graça a esse povo aos olhos dos egípcios; e acontecerá quando sairdes,
","""“Quando isso acontecer, vou fazer com que os egípcios tratem vocês com bondade, de maneira que, quando vocês saírem, não sairão de mãos vazias.""
","""— Eu farei com que os egípcios respeitem vocês. E, quando vocês saírem, não irão de mãos vazias.""
","""— Eu farei com que este povo encontre favor diante dos egípcios; e, quando vocês saírem, não será de mãos vazias.""
","""“E farei que os egípcios tenham boa vontade para com o povo, de modo que, quando vocês saírem, não sairão de mãos vazias.""
",11.799142483866982
2378,"""E, no último dia, o grande dia da festa, Jesus pôs-se em pé e clamou, dizendo: Se alguém tem sede, que venha a mim e beba.""
","""No último dia, o grande dia da festa, Jesus pôs-se em pé e disse: “Se alguém tem sede, que venha a mim e beba.""
","""No último e mais importante dia da festa, Jesus disse ao povo em alta voz: “Se alguém está com sede, venha a mim e beba.""
","""O último dia da festa era o mais importante. Naquele dia Jesus se pôs de pé e disse bem alto: — Se alguém tem sede, venha a mim e beba.""
","""No último dia, o grande dia da festa, Jesus se levantou e disse em voz alta: — Se alguém tem sede, venha a mim e beba.""
","""No último e mais importante dia da festa, Jesus levantou-se e disse em alta voz: “Se alguém tem sede, venha a mim e beba.""
",73.69364875222999
